행정구역별(읍면동),연령별,2010
금천구,25~29세,20844
금천구,30~34세,19896
금천구,35~39세,19818
금천구,40~44세,19602
금천구,45~49세,20230
금천구,50~54세,19539
금천구,55~59세,14828
금천구,60~64세,11971
금천구,65~69세,9339
금천구,70~74세,6427
금천구,75~79세,3723
금천구,80~84세,1946
금천구,85세 이상,1245
가산동,0~4세,576
가산동,5~9세,494
가산동,10~14세,620
가산동,15~19세,864
가산동,20~24세,1351
가산동,25~29세,2673
가산동,30~34세,2051
가산동,35~39세,1522
가산동,40~44세,1323
가산동,45~49세,1515
가산동,50~54세,1506
가산동,55~59세,1152
가산동,60~64세,951
가산동,65~69세,629
가산동,70~74세,451
가산동,75~79세,222
가산동,80~84세,134
가산동,85세 이상,99
독산1동,0~4세,1400
독산1동,5~9세,1239
독산1동,10~14세,1378
독산1동,15~19세,1740
독산1동,20~24세,2014
독산1동,25~29세,3545
독산1동,30~34세,3363
독산1동,35~39세,2792
독산1동,40~44세,2307
독산1동,45~49세,2274
독산1동,50~54세,2431
독산1동,55~59세,1825
독산1동,60~64세,1556
독산1동,65~69세,1363
독산1동,70~74세,871
독산1동,75~79세,506
독산1동,80~84세,279
독산1동,85세 이상,178
독산2동,0~4세,771
독산2동,5~9세,882
독산2동,10~14세,1458
독산2동,15~19세,1664
독산2동,20~24세,1495
독산2동,25~29세,1918
독산2동,30~34세,1758
독산2동,35~39세,1904
독산2동,40~44세,2139
독산2동,45~49세,2183
독산2동,50~54세,1989
독산2동,55~59세,1375
독산2동,60~64세,1084
독산2동,65~69세,823
독산2동,70~74세,541
독산2동,75~79세,328
독산2동,80~84세,163
독산2동,85세 이상,107
독산3동,0~4세,910
독산3동,5~9세,955
독산3동,10~14세,1485
독산3동,15~19세,1890
독산3동,20~24세,1769
독산3동,25~29세,2396
독산3동,30~34세,2253
독산3동,35~39세,2263
독산3동,40~44세,2413
독산3동,45~49세,2614
독산3동,50~54세,2449
독산3동,55~59세,1932
독산3동,60~64세,1437
독산3동,65~69세,1035
독산3동,70~74세,755
독산3동,75~79세,431
독산3동,80~84세,224
독산3동,85세 이상,140
독산4동,0~4세,647
독산4동,5~9세,736
독산4동,10~14세,1098
독산4동,15~19세,1262
독산4동,20~24세,1183
독산4동,25~29세,1602
독산4동,30~34세,1513
독산4동,35~39세,1603
독산4동,40~44세,1724
독산4동,45~49세,1714
독산4동,50~54세,1529
독산4동,55~59세,1203
독산4동,60~64세,935
독산4동,65~69세,689
독산4동,70~74세,430
독산4동,75~79세,232
독산4동,80~84세,99
독산4동,85세 이상,94
시흥1동,0~4세,1143
시흥1동,5~9세,1161
시흥1동,10~14세,1517
시흥1동,15~19세,1821
시흥1동,20~24세,1715
시흥1동,25~29세,2429
시흥1동,30~34세,2640
시흥1동,35~39세,2508
시흥1동,40~44세,2399
시흥1동,45~49세,2615
시흥1동,50~54세,2436
시흥1동,55~59세,1891
시흥1동,60~64세,1577
시흥1동,65~69세,1319
시흥1동,70~74세,921
시흥1동,75~79세,511
시흥1동,80~84세,283
시흥1동,85세 이상,200
시흥2동,0~4세,1244
시흥2동,5~9세,1366
시흥2동,10~14세,1600
시흥2동,15~19세,1683
시흥2동,20~24세,1471
시흥2동,25~29세,1684
시흥2동,30~34세,1829
시흥2동,35~39세,2293
시흥2동,40~44세,2258
시흥2동,45~49세,2171
시흥2동,50~54세,2112
시흥2동,55~59세,1530
시흥2동,60~64세,1242
시흥2동,65~69세,925
시흥2동,70~74세,690
시흥2동,75~79세,380
시흥2동,80~84세,232
시흥2동,85세 이상,141
시흥3동,0~4세,443
시흥3동,5~9세,459
시흥3동,10~14세,699
시흥3동,15~19세,936
시흥3동,20~24세,811
시흥3동,25~29세,963
시흥3동,30~34세,978
시흥3동,35~39세,999
시흥3동,40~44세,973
시흥3동,45~49세,978
시흥3동,50~54세,1134
시흥3동,55~59세,865
시흥3동,60~64세,697
시흥3동,65~69세,587
시흥3동,70~74세,394
시흥3동,75~79세,244
시흥3동,80~84세,129
시흥3동,85세 이상,68
시흥4동,0~4세,927
시흥4동,5~9세,1035
시흥4동,10~14세,1407
시흥4동,15~19세,1673
시흥4동,20~24세,1555
시흥4동,25~29세,1811
시흥4동,30~34세,1840
시흥4동,35~39세,1923
시흥4동,40~44세,2057
시흥4동,45~49세,2125
시흥4동,50~54세,2012
시흥4동,55~59세,1551
시흥4동,60~64세,1235
시흥4동,65~69세,919
시흥4동,70~74세,616
시흥4동,75~79세,394
시흥4동,80~84세,183
시흥4동,85세 이상,98
시흥5동,0~4세,819
시흥5동,5~9세,1030
시흥5동,10~14세,1445
시흥5동,15~19세,1687
시흥5동,20~24세,1511
시흥5동,25~29세,1823
시흥5동,30~34세,1671
시흥5동,35~39세,2011
시흥5동,40~44세,2009
시흥5동,45~49세,2041
시흥5동,50~54세,1941
시흥5동,55~59세,1504
시흥5동,60~64세,1257
시흥5동,65~69세,1050
시흥5동,70~74세,758
시흥5동,75~79세,475
시흥5동,80~84세,220
시흥5동,85세 이상,120
영등포구,0~4세,17673
영등포구,5~9세,15892
영등포구,10~14세,18436
영등포구,15~19세,21293
영등포구,20~24세,23550
영등포구,25~29세,34511
영등포구,30~34세,36960
영등포구,35~39세,35541
영등포구,40~44세,30264
영등포구,45~49세,28984
영등포구,50~54세,30173
영등포구,55~59세,23455
영등포구,60~64세,19109
영등포구,65~69세,14916
영등포구,70~74세,11228
영등포구,75~79세,6839
영등포구,80~84세,3482
영등포구,85세 이상,2237
여의동,0~4세,1314
여의동,5~9세,1314
여의동,10~14세,1717
여의동,15~19세,1832
여의동,20~24세,1927
여의동,25~29세,2354
여의동,30~34세,2399
여의동,35~39세,2556
여의동,40~44세,2661
여의동,45~49세,2647
여의동,50~54세,2678
여의동,55~59세,2137
여의동,60~64세,1769
여의동,65~69세,1361
여의동,70~74세,1162
여의동,75~79세,795
여의동,80~84세,384
여의동,85세 이상,257
당산1동,0~4세,893
당산1동,5~9세,728
당산1동,10~14세,809
당산1동,15~19세,941
당산1동,20~24세,1209
당산1동,25~29세,2204
당산1동,30~34세,2262
당산1동,35~39세,1934
당산1동,40~44세,1478
당산1동,45~49세,1350
당산1동,50~54세,1531
당산1동,55~59세,1278
당산1동,60~64세,984
당산1동,65~69세,833
당산1동,70~74세,631
당산1동,75~79세,363
당산1동,80~84세,200
당산1동,85세 이상,121
당산2동,0~4세,1752
당산2동,5~9세,1479
당산2동,10~14세,1473
당산2동,15~19세,1711
당산2동,20~24세,2352
당산2동,25~29세,3231
당산2동,30~34세,3455
당산2동,35~39세,3217
당산2동,40~44세,2430
당산2동,45~49세,2191
당산2동,50~54세,2415
당산2동,55~59세,1954
당산2동,60~64세,1535
당산2동,65~69세,1089
당산2동,70~74세,887
당산2동,75~79세,561
당산2동,80~84세,275
당산2동,85세 이상,233
양평1동,0~4세,1095
양평1동,5~9세,678
양평1동,10~14세,610
양평1동,15~19세,674
양평1동,20~24세,823
양평1동,25~29세,1577
양평1동,30~34세,2327
양평1동,35~39세,1827
양평1동,40~44세,1116
양평1동,45~49세,995
양평1동,50~54세,1030
양평1동,55~59세,900
양평1동,60~64세,754
양평1동,65~69세,615
양평1동,70~74세,465
양평1동,75~79세,297
양평1동,80~84세,168
양평1동,85세 이상,122
양평2동,0~4세,1205
양평2동,5~9세,1186
양평2동,10~14세,1242
양평2동,15~19세,1197
양평2동,20~24세,1196
양평2동,25~29세,1658
양평2동,30~34세,2066
양평2동,35~39세,2288
양평2동,40~44세,1824
양평2동,45~49세,1520
양평2동,50~54세,1579
양평2동,55~59세,1034
양평2동,60~64세,865
양평2동,65~69세,613
양평2동,70~74세,468
양평2동,75~79세,301
양평2동,80~84세,182
양평2동,85세 이상,107
신길1동,0~4세,752
신길1동,5~9세,679
신길1동,10~14세,882
신길1동,15~19세,1216
신길1동,20~24세,1694
신길1동,25~29세,2415
신길1동,30~34세,2085
신길1동,35~39세,1833
신길1동,40~44세,1570
신길1동,45~49세,1531
신길1동,50~54세,1558
신길1동,55~59세,1214
신길1동,60~64세,1025
신길1동,65~69세,902
신길1동,70~74세,735
신길1동,75~79세,427
신길1동,80~84세,186
신길1동,85세 이상,131
신길3동,0~4세,740
신길3동,5~9세,875
신길3동,10~14세,1019
신길3동,15~19세,1126
신길3동,20~24세,1156
신길3동,25~29세,1428
신길3동,30~34세,1541
신길3동,35~39세,1639
신길3동,40~44세,1614
신길3동,45~49세,1553
신길3동,50~54세,1549
신길3동,55~59세,1134
신길3동,60~64세,948
신길3동,65~69세,792
신길3동,70~74세,594
신길3동,75~79세,348
신길3동,80~84세,182
신길3동,85세 이상,110
신길4동,0~4세,423
신길4동,5~9세,493
신길4동,10~14세,660
신길4동,15~19세,838
신길4동,20~24세,810
신길4동,25~29세,1000
신길4동,30~34세,886
신길4동,35~39세,1075
신길4동,40~44세,1024
신길4동,45~49세,1073
신길4동,50~54세,1134
신길4동,55~59세,804
신길4동,60~64세,661
신길4동,65~69세,536
신길4동,70~74세,371
신길4동,75~79세,262
신길4동,80~84세,133
신길4동,85세 이상,64
신길5동,0~4세,633
신길5동,5~9세,612
신길5동,10~14세,869
신길5동,15~19세,1048
신길5동,20~24세,981
신길5동,25~29세,1294
신길5동,30~34세,1299
신길5동,35~39세,1399
신길5동,40~44세,1372
신길5동,45~49세,1396
신길5동,50~54세,1378
신길5동,55~59세,1095
신길5동,60~64세,861
신길5동,65~69세,739
신길5동,70~74세,489
신길5동,75~79세,311
신길5동,80~84세,152
신길5동,85세 이상,88
신길6동,0~4세,1080
신길6동,5~9세,951
신길6동,10~14세,1186
신길6동,15~19세,1476
신길6동,20~24세,1448
신길6동,25~29세,2123
신길6동,30~34세,2153
신길6동,35~39세,2099
신길6동,40~44세,1876
신길6동,45~49세,1923
신길6동,50~54세,1899
신길6동,55~59세,1548
신길6동,60~64세,1170
신길6동,65~69세,901
신길6동,70~74세,680
신길6동,75~79세,396
신길6동,80~84세,213
신길6동,85세 이상,102
신길7동,0~4세,742
신길7동,5~9세,762
신길7동,10~14세,1063
신길7동,15~19세,1348
신길7동,20~24세,1495
신길7동,25~29세,1393
신길7동,30~34세,1338
신길7동,35~39세,1407
신길7동,40~44세,1575
신길7동,45~49세,1748
신길7동,50~54세,1670
신길7동,55~59세,978
신길7동,60~64세,695
신길7동,65~69세,549
신길7동,70~74세,436
신길7동,75~79세,312
신길7동,80~84세,143
신길7동,85세 이상,94
대림1동,0~4세,543
대림1동,5~9세,619
대림1동,10~14세,787
대림1동,15~19세,1085
대림1동,20~24세,964
대림1동,25~29세,1347
대림1동,30~34세,1312
대림1동,35~39세,1317
대림1동,40~44세,1246
대림1동,45~49세,1295
대림1동,50~54세,1250
대림1동,55~59세,1033
대림1동,60~64세,838
대림1동,65~69세,696
대림1동,70~74세,458
대림1동,75~79세,278
대림1동,80~84세,128
대림1동,85세 이상,88
대림2동,0~4세,695
대림2동,5~9세,584
대림2동,10~14세,806
대림2동,15~19세,904
대림2동,20~24세,1023
대림2동,25~29세,1503
대림2동,30~34세,1611
대림2동,35~39세,1546
대림2동,40~44세,1368
대림2동,45~49세,1395
대림2동,50~54세,1368
대림2동,55~59세,1092
대림2동,60~64세,1022
대림2동,65~69세,785
대림2동,70~74세,557
대림2동,75~79세,273
대림2동,80~84세,142
대림2동,85세 이상,73
대림3동,0~4세,1228
대림3동,5~9세,1069
대림3동,10~14세,1395
대림3동,15~19세,1637
대림3동,20~24세,1675
대림3동,25~29세,2450
대림3동,30~34세,2630
대림3동,35~39세,2452
대림3동,40~44세,2098
대림3동,45~49세,2179
대림3동,50~54세,2287
대림3동,55~59세,1637
대림3동,60~64세,1404
대림3동,65~69세,987
대림3동,70~74세,743
대림3동,75~79세,418
대림3동,80~84세,211
대림3동,85세 이상,136
영등포본동,0~4세,1191
영등포본동,5~9세,1104
영등포본동,10~14세,1130
영등포본동,15~19세,1298
영등포본동,20~24세,1275
영등포본동,25~29세,2201
영등포본동,30~34세,2383
영등포본동,35~39세,2336
영등포본동,40~44세,2005
영등포본동,45~49세,1827
영등포본동,50~54세,1978
영등포본동,55~59세,1487
영등포본동,60~64세,1201
영등포본동,65~69세,924
영등포본동,70~74세,641
영등포본동,75~79세,396
영등포본동,80~84세,198
영등포본동,85세 이상,121
영등포동,0~4세,575
영등포동,5~9세,465
영등포동,10~14세,531
영등포동,15~19세,638
영등포동,20~24세,959
영등포동,25~29세,1611
영등포동,30~34세,1488
영등포동,35~39세,1402
영등포동,40~44세,1176
영등포동,45~49세,1145
영등포동,50~54세,1360
영등포동,55~59세,1132
영등포동,60~64세,922
영등포동,65~69세,763
영등포동,70~74세,498
영등포동,75~79세,339
영등포동,80~84세,156
영등포동,85세 이상,109
도림동,0~4세,754
도림동,5~9세,603
도림동,10~14세,760
도림동,15~19세,876
도림동,20~24세,1056
도림동,25~29세,1948
도림동,30~34세,2151
도림동,35~39세,1696
도림동,40~44세,1388
도림동,45~49세,1301
도림동,50~54세,1239
도림동,55~59세,997
도림동,60~64세,891
도림동,65~69세,736
도림동,70~74세,571
도림동,75~79세,260
도림동,80~84세,149
도림동,85세 이상,83
문래동,0~4세,2058
문래동,5~9세,1691
문래동,10~14세,1497
문래동,15~19세,1448
문래동,20~24세,1507
문래동,25~29세,2774
문래동,30~34세,3574
문래동,35~39세,3518
문래동,40~44세,2443
문래동,45~49세,1915
문래동,50~54세,2270
문래동,55~59세,2001
문래동,60~64세,1564
문래동,65~69세,1095
문래동,70~74세,842
문래동,75~79세,502
문래동,80~84세,280
문래동,85세 이상,198
동작구,0~4세,16169
동작구,5~9세,15730
동작구,10~14세,18856
동작구,15~19세,23300
동작구,20~24세,31827
동작구,25~29세,44148
동작구,30~34세,38108
동작구,35~39세,34447
동작구,40~44세,28830
동작구,45~49세,27224
동작구,50~54세,28759
동작구,55~59세,23184
동작구,60~64세,20001
동작구,65~69세,15715
동작구,70~74세,11428
동작구,75~79세,6740
동작구,80~84세,3445
동작구,85세 이상,2286
노량진2동,0~4세,447
노량진2동,5~9세,444
노량진2동,10~14세,606
노량진2동,15~19세,1048
노량진2동,20~24세,1693
노량진2동,25~29세,2363
노량진2동,30~34세,1563
노량진2동,35~39세,1266
노량진2동,40~44세,1133
노량진2동,45~49세,1165
노량진2동,50~54세,1265
노량진2동,55~59세,1013
노량진2동,60~64세,878
노량진2동,65~69세,686
노량진2동,70~74세,542
노량진2동,75~79세,297
노량진2동,80~84세,155
노량진2동,85세 이상,97
상도1동,0~4세,1685
상도1동,5~9세,1346
상도1동,10~14세,1605
상도1동,15~19세,2462
상도1동,20~24세,4560
상도1동,25~29세,5099
상도1동,30~34세,3824
상도1동,35~39세,3314
상도1동,40~44세,2516
상도1동,45~49세,2258
상도1동,50~54세,2715
상도1동,55~59세,2303
상도1동,60~64세,1934
상도1동,65~69세,1567
상도1동,70~74세,1113
상도1동,75~79세,705
상도1동,80~84세,358
상도1동,85세 이상,258
상도2동,0~4세,1204
상도2동,5~9세,1167
상도2동,10~14세,1143
상도2동,15~19세,1320
상도2동,20~24세,1637
상도2동,25~29세,2600
상도2동,30~34세,2438
상도2동,35~39세,2470
상도2동,40~44세,1929
상도2동,45~49세,1733
상도2동,50~54세,1732
상도2동,55~59세,1456
상도2동,60~64세,1282
상도2동,65~69세,970
상도2동,70~74세,762
상도2동,75~79세,417
상도2동,80~84세,242
상도2동,85세 이상,144
상도3동,0~4세,1032
상도3동,5~9세,914
상도3동,10~14세,1098
상도3동,15~19세,1349
상도3동,20~24세,1540
상도3동,25~29세,2365
상도3동,30~34세,2440
상도3동,35~39세,2152
상도3동,40~44세,1723
상도3동,45~49세,1587
상도3동,50~54세,1753
상도3동,55~59세,1421
상도3동,60~64세,1348
상도3동,65~69세,1082
상도3동,70~74세,799
상도3동,75~79세,398
상도3동,80~84세,212
상도3동,85세 이상,162
상도4동,0~4세,1228
상도4동,5~9세,1202
상도4동,10~14세,1600
상도4동,15~19세,1734
상도4동,20~24세,1760
상도4동,25~29세,2618
상도4동,30~34세,2814
상도4동,35~39세,2573
상도4동,40~44세,2255
상도4동,45~49세,2092
상도4동,50~54세,2146
상도4동,55~59세,1707
상도4동,60~64세,1442
상도4동,65~69세,1153
상도4동,70~74세,886
상도4동,75~79세,562
상도4동,80~84세,240
상도4동,85세 이상,159
사당1동,0~4세,765
사당1동,5~9세,649
사당1동,10~14세,698
사당1동,15~19세,981
사당1동,20~24세,1912
사당1동,25~29세,3455
사당1동,30~34세,2956
사당1동,35~39세,1951
사당1동,40~44세,1293
사당1동,45~49세,1420
사당1동,50~54세,1641
사당1동,55~59세,1439
사당1동,60~64세,1291
사당1동,65~69세,926
사당1동,70~74세,567
사당1동,75~79세,260
사당1동,80~84세,152
사당1동,85세 이상,85
사당3동,0~4세,1061
사당3동,5~9세,1016
