no,date,type,work,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
122,2010-03-02,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,12,16,16,24,54.6,34,45,32,19,16,24,-999,-999,-999,-999,-999
123,2010-03-03,pm10,home,72,85,85,90,86,84,92,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,52,54,50,47,43
124,2010-03-03,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,83,82,85,80,76,67,55,49,54,52,53,-999,-999,-999,-999,-999
125,2010-03-04,pm10,home,37,35,34,30,32,33,29,27,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,31,37,29,30,31
126,2010-03-04,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,31,26,27,29,19,35,28,18,29,27,29,-999,-999,-999,-999,-999
127,2010-03-05,pm10,home,23,22,26,32,38,42,30,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,49,58,62,73,76
128,2010-03-05,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,34,28,21,26,30,29,37,26,22,33,33,-999,-999,-999,-999,-999
129,2010-03-06,pm10,home,77,81,77,68,69,75,75,74,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,11,8,10,12,12
130,2010-03-06,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,68,70,73,81,76,75,59,39,34,21,11,-999,-999,-999,-999,-999
131,2010-03-07,pm10,home,8,11,10,11,8,14,8,10,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10,15,18,15,12
132,2010-03-07,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,13,7,12,16,15,14,15,16,17,10,14,-999,-999,-999,-999,-999
133,2010-03-08,pm10,home,9,12,11,11,9,13,17,15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,16,14,13,12,8
134,2010-03-08,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,21,18,10,13,8,13,25,16,18,12,14,-999,-999,-999,-999,-999
135,2010-03-09,pm10,home,9,9,12,9,12,5,14,16,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20,29,22,9,21
136,2010-03-09,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,12,11,12,18,18,20,17,17,23,22,22,-999,-999,-999,-999,-999
137,2010-03-10,pm10,home,20,13,11,16,14,16,18,18,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,30,27,21,55.13636364,35
138,2010-03-10,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,15,17,20,30,28,21,21,26,22,25,55.63636364,-999,-999,-999,-999,-999
139,2010-03-11,pm10,home,29,28,26,21,24,16,28,29,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,63,60,59,65,69
140,2010-03-11,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,31,37,43,45,36,45,41,49,65,57,58,-999,-999,-999,-999,-999
141,2010-03-12,pm10,home,72,68,63,65,57,54,62,59,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,89,55,52,64,63
142,2010-03-12,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,57,55,55,53,57,61,76,97,133,153,136,-999,-999,-999,-999,-999
143,2010-03-13,pm10,home,72,59,55,51,61,72,95,121,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,61,59,55,71,63
144,2010-03-13,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,132,133,136,123,118,100,87,71,57,54,49,-999,-999,-999,-999,-999
145,2010-03-14,pm10,home,62,59,48,54,49,54,50,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,61,60,66,65,62
146,2010-03-14,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,64,68,59,48,38,86,125,115,99,83,73,-999,-999,-999,-999,-999
147,2010-03-15,pm10,home,63,55,47,45,48,40,36,39,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,218,223,242,262,237
148,2010-03-15,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,37,22,14,11,12,15,11,8,32,98,240,-999,-999,-999,-999,-999
149,2010-03-16,pm10,home,242,284,205,189,261,296,287,312,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,21,26,30,31,31
150,2010-03-16,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,328,314,265,38.63333333,93,74,54,43,38,29,23,-999,-999,-999,-999,-999
151,2010-03-17,pm10,home,33,37,38,43,50,52,40,54,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,48.4,46.73333333,44.16666667,55.63636364,48.43333333
152,2010-03-17,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,48,37,24,25,27,36,34,33,39.56666667,40.16666667,56.13636364,-999,-999,-999,-999,-999
153,2010-03-18,pm10,home,49.83333333,47.66666667,42.4,40.66666667,41.9,38.06666667,42.13333333,38.66666667,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26,35,35,34,34
154,2010-03-18,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,46,39,38,27,29,26,36,30,27,25,34,-999,-999,-999,-999,-999
155,2010-03-19,pm10,home,33,27,30,29,29,35,41,46,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,61,56,63,64,60
156,2010-03-19,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,41,38,32,34,28,22,35,47,49,57,61,-999,-999,-999,-999,-999
157,2010-03-20,pm10,home,58,67,60,63,59,64,71,74,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,321,90,43,27,33
158,2010-03-20,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,82,83,87,84,37,33,60,65,90,221,279,-999,-999,-999,-999,-999
159,2010-03-21,pm10,home,45,46,46,38,33,29,27,21,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,32,45,44,41,42
160,2010-03-21,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,22,26,33,34,45,43,28,23,25,29,28,-999,-999,-999,-999,-999
161,2010-03-22,pm10,home,41,40,47,49,46,38,43,39,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20,24,24,31,22
162,2010-03-22,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,48,49,55,51,51,55,48,35,24,26,26,-999,-999,-999,-999,-999
163,2010-03-23,pm10,home,27,34,30,30,30,41,38,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,51,54,49,46,48
164,2010-03-23,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,46,47,44,51,73,66,57,42,37,35.8,44,-999,-999,-999,-999,-999
165,2010-03-24,pm10,home,40,46,44,41,54,43,44,51,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,73,69,67,68,66
166,2010-03-24,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,61,62,48,64,65,72,63,51,59,59,79,-999,-999,-999,-999,-999
167,2010-03-25,pm10,home,72,70,66,62,68,59,52,44,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27,29,32,33,34
168,2010-03-25,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,45,50,64,41,18,22,35.73333333,34.33333333,35,34,26,-999,-999,-999,-999,-999
169,2010-03-26,pm10,home,35,26,23,23,27,27,23,24,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,72,70,77,83,80
170,2010-03-26,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,15,27,27,28,31,35,42,38,54,51,56,-999,-999,-999,-999,-999
171,2010-03-27,pm10,home,81,74,64,55,55,56,55,63,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,104,110,106,103,99
172,2010-03-27,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,70,72,81,97,96,86,80,83,87,107,109,-999,-999,-999,-999,-999
173,2010-03-28,pm10,home,99,94,80,84,55,42,43,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,43,47,49,40,45
174,2010-03-28,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,29,35,36,32,31,29,25,31,32,40,41,-999,-999,-999,-999,-999
175,2010-03-29,pm10,home,42,29,33,30,37,32,42,44,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,53,60,63,69,67
176,2010-03-29,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,50,49,47,45,57,36,39,46,46,53,60,-999,-999,-999,-999,-999
177,2010-03-30,pm10,home,73,66,66,72,69,65,74,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,42,37,45,39,47
178,2010-03-30,pm10,work,-999,-999,-999,-999,-999,-999,-999,-999,65,63,58,49,58,61,51,58,61,59,61,-999,-999,-999,-999,-999
